OTUID	T00C01	T00C02	T00C03	T00C04	T00C05	T00C06	T00C07	T00C08	T00C09	T00C10	T00C11	T00C12	T00C13	T00C14	T00C15	T00C16	T00C17	T00C18	T00C19	T00C20	T05C01	T05C02	T05C03	T05C04	T05C05	T05C06	T05C07	T05C08	T05C09	T05C10	T05C11	T05C12	T05C13	T05C14	T05C15	T05C16	T05C17	T05C18	T05C19	T05C20	T12C01	T12C02	T12C03	T12C04	T12C05	T12C06	T12C07	T12C08	T12C09	T12C10	T12C11	T12C12	T12C13	T12C14	T12C15	T12C16	T12C17	T12C18	T12C19	T12C20	T21C01	T21C02	T21C03	T21C04	T21C05	T21C06	T21C07	T21C08	T21C09	T21C10	T21C11	T21C12	T21C13	T21C14	T21C15	T21C16	T21C17	T21C18	T21C19	T21C20	T30C01	T30C02	T30C03	T30C04	T30C05	T30C06	T30C07	T30C08	T30C09	T30C10	T30C11	T30C12	T30C13	T30C14	T30C15	T30C16	T30C17	T30C18	T30C19	T30C20
OTU6433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	2	4	0	3	4	1	0	2	3	1	1	2	2	0	3	1	0	2	7	0	4	13	5	1	0	8	1	0	0	1	1	0	0	1	0	0	0	6	0	2	3	4	4	5	12	3	3	4	3	9	2	1	1	4	0	4	3
OTU6437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	2	0	0	2	0	3	0	2	1	0	6	0	14	2	1	3	2	0	10	1	8	0	3	0	0	1	2	16	1	1	3	0	3	0
OTU6438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	2	1	0	2	0	0	2	0	0	0	1	2	2	4	3	4	3	1	1	5	1	1	3	2	1	0	1	0	0	6	0	1	2	0	5	2	1	3	1	2	2	5	1	1	2	2	5	1	5	1	1	0	3
OTU644	1	1	1	2	0	0	1	1	0	1	3	6	1	6	5	2	0	4	9	2	1	1	0	1	0	1	3	1	1	2	0	0	0	1	1	0	0	0	0	1	2	2	2	1	8	3	2	2	0	0	2	1	0	2	1	0	0	1	0	3	4	4	7	1	5	10	7	1	9	11	5	6	1	5	2	5	1	0	2	0	3	9	7	9	12	14	8	2	4	7	4	4	4	7	2	0	7	1	1	5
OTU6440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	7	0	9	5	0	4	5	0	2	0	0	0	0	0	1	1	5	2	1	1	1	1	0	0	0	0	1	0	0	1	0	3	0	0	0	1	0	1	6	0	0	2	3	1	0	1	0	2	2	0	1	0	0	1	6
OTU6442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	0	1	0	2	1	1	0	1	1	0	2	0	0	0	24	25	24	25	104	58	48	30	54	31	29	26	34	85	18	19	5	44	39	25	48	72	39	39	53	77	40	30	97	32	30	58	9	45	51	21	157	66	166	53	69	45	34	129	60	38	74	120	94	63	129	78	49	157	36	56	70	61	120	92
OTU6445	0	1	0	0	1	1	2	1	0	1	0	1	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	2	1	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	1	0	0	2	0	0	0	1	1	0
OTU6448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	1	1	0	1	0	2	0	2	6	0	2	2	0	1	3	1	1	1	0	2	5	1	2	1	0	3	0
OTU645	1	0	1	0	1	0	0	0	0	1	0	1	0	0	5	3	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	1	1	1	2	0	1	0	0	0	0	2	1	0	9	0	0	0	0	0	1	3	2	2	2	4	0	3	1	2	0	6	1	1	0	0	0	2
OTU6453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	2	2	1	0	4	2	2	0	7	0	1	1	6	0	0	5	2
OTU6454	0	1	2	1	0	2	1	0	2	1	3	2	3	0	5	2	3	3	4	2	80	81	21	9	369	53	261	30	358	442	236	600	178	25	118	38	23	27	22	29	182	46	350	36	18	152	137	168	89	66	82	95	28	155	126	70	8	10	57	93	92	202	25	85	47	44	102	10	61	62	32	18	9	133	7	50	218	40	23	7	43	65	30	49	34	24	52	106	16	29	80	50	61	62	12	52	25	38	10	59
OTU6455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	4	4	0	1	1	1	3	0	2	0	1	3	4	2	0	2	1	2	4	1	5	3	2	0	1	0	2	0	0	0	5	1	4	0	2	2	1	8	0	1	2	1	4	1	0	2	5	0	0	5	0	1	0
OTU6459	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	0	1	4	8	5	12	15	1	22	16	7	14	20	16	25	13	1	23	10	14	1	31	8	7	175	389	207	272	7	333	611	535	49	427	263	109	364	315	33	199	613	109	1168	281	365	269	714	313	252	1406	553	228	327	179	534	715	708	631	951	501	209	29	1354	458	226	664	384	316	1613	889	237	410	697	1148	281	135	1277	1009	616	211	458	17	489	347
OTU6462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	1	2	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	0	0	0	0	1	1
OTU6463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	2	0	0	1	0	1	1	1	3	0	2	0	0	0	1	1	1	0	1	4	1	0	1	1	0	0	4	0	0	1	1	3	6	0	1	1	1	1	1	6	1	3	1	4	1	0	5	4	0	2	0	2	1
OTU647	1	0	0	0	0	1	2	1	2	0	0	0	0	0	2	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	1	1	9	0	0	6	0	0	0	0	0	0	0	0	84	189	18	24	32	33	62	36	52	26	22	91	99	52	155	645	870	24	66	444	187	136	39	59	286	101	28	522	125	44	111	22	219	55	54	82	393	5206	71	45	183	103	40	79	102	53	91	52	28	370	188	98	82	81	58	68	45	623	38	46
OTU6475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	14	1	1	2	1	0	2	4	0	7	1	2	0	5	1	6	41	34	18	16	111	40	21	14	61	14	7	7	0	49	3	0	49	0	22	15	64	56	17	125	65	16	52	62	15	80	97	47	56	144	43	61	62	0	38	76
OTU6478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	1	0	0	1	2	6	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	6	0	6	14	0	2	1	15	1	7	2	0	6	3	0	2	0	0	0	10	7	1	7	5	2	5	7	6	3	4	6	4	1	4	3	5	0	0	12
OTU6482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2	2
OTU6483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	1	0	2	0	0	2	0	0	0	0	2	2	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	10	2	0	0	0	0	0	0	1	1	0	0	1	1	0	2	1	0	2	0	0	2
OTU6485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	3	1	0	1	0	0	1	0	2	0	1	0	0	1
OTU6486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	3	1	1	0	0	0
OTU6487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	4	1	0	0	7	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	0	1	0	8	0	0	0	0	3	0	0	1	0	0	2	7	1	1	2	2	2	0	4	0	0	0	1	1	1	0	0	0	10
OTU6489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	4	4	2	1	5	2	0	1	0	0	2	0	1	1	2	0	5	5	1	6	0	4	1	4	4	5	4	0	5	2	2	2	1	12	3	3	2	11	6	3	5	1	2	2	12	11	3	2	3	5	6	7	2	5	5	7	3
OTU649	0	1	1	0	1	0	1	0	0	0	2	1	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	3	1	0	2	0
OTU6491	0	1	2	4	0	1	4	1	3	0	2	1	3	3	1	2	3	9	1	4	1	1	2	0	0	4	8	4	38	1	0	3	1	1	1	1	1	3	1	0	16	16	15	6	2	3	24	32	3	9	7	3	3	5	204	7	0	9	53	1	3	4	20	7	37	6	9	4	8	11	47	7	0	21	4	7	90	33	188	18	5	6	18	10	4	13	0	0	13	27	18	16	3	11	4	18	15	2	14	4
OTU6492	6	2	0	0	0	0	1	1	1	1	0	2	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	9	0	1	4	1	1	3	0	0	0	1	0	0	4	0	1	0	23	5	17	72	1	0	45	33	10	0	10	51	0	7	10	23	38	0	32	70
OTU6496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	6	14	6	31	22	12	36	19	20	17	15	14	24	6	7	12	18	4	11	6	0	13	38	28	13	18	26	14	10	13	14	19	6	6	1	3	1	0	13	14	18	26	19	26	9	18	4	13	36	17	42	20	14	29	23	2	8	22
OTU65	2	0	1	0	1	0	0	0	1	1	0	1	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6501	0	1	0	0	0	3	0	1	2	1	2	4	0	0	10	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	0	1	5	0	0	1	2	1	1	0	0	2	2	2	0	4	1	1	0	3	0	0	1	0	1	2	1	0	1	1	0	5	1	2	4	1	0	1	4	0	2	2	3	2	3	0	6	3	2	4	6
OTU6504	1	0	0	2	6	2	2	1	0	3	1	7	1	0	2	3	1	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1
OTU6506	1	1	1	0	1	0	0	2	0	0	3	0	0	0	1	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6507	1	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	0	0	1	0	1	3	0	0	0	2	3	1	0	1	0	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	1	2	1	1	1	2	0	0	0	2	1	0	2	0	0	1	0	1	2
OTU6509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	0	2	3	0	0	0	1	0	0	0	3	0	0	6	0	1	0	2	1	0	1	2	1	0	0	2	1	0	0	2	0	0	2	2	0	0	1	0	1	1	0	3	0	0	4	0	0	0	1	0	3	1	2	0	0	0	1	0	3	0	0	1	0	0	1	1	1	1
OTU6510	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	2	1	2	1
OTU6511	0	0	2	0	0	1	0	0	2	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6512	0	0	0	0	0	1	0	0	0	0	0	0	3	4	12	2	6	15	7	8	53	17	26	13	39	17	49	9	121	252	29	109	35	980	27	7	12	23	13	5	571	809	2702	636	1121	1240	1087	1612	2951	2587	1468	1243	337	555	2543	2008	1	2447	452	2072	374	1243	1091	1919	1546	161	2119	774	168	1847	177	316	84	683	103	37	1455	1635	41	2428	1147	138	2024	506	29	78	309	365	292	60	1270	1749	1458	126	1602	2400	1414	627	195	1737
OTU6517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	3	1	1	1	0	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0
OTU6518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	2	0	0	0	1	0	0	4	6	0	3	9	1	1	0	1	1	4	0	0	5	0	1	17	2	4	4	7	7	1	4	3	3	12	4	4	3	13	6	18	5	4	7	4	0	7	2
OTU6519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	1	0	0	0	0	3	1	0	0	0	0	2	3	0	1	1	1	0	0	1	1	0	2	0	0	3	0	2	0	0	0	0	0	4	0	2	0	1	0	0	1	2	0	3	1	1	1	3	2	1	0	0	0	3
OTU6520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	4	2	7	7	3	2	4	1	2	3	3	1	2	0	6	9	3	76	87	117	53	73	91	128	4	47	23	90	101	0	194	51	76	56	0	102	42	625	343	196	289	703	451	338	573	392	273	462	185	166	806	298	149	328	0	608	296
OTU6522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	21	58	5	0	3	8	1	0	0	37	2	0	18	0	6	3	47	0	2	28	0	0	33	12	1	0	14	13	21	4	47	0	56	0	26	24
OTU6523	1	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6524	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	2	0	3	0	0	1	0	0	0	2	1	0	2	0	0	2	0	0	4	2	1	0	0	2	0	2	0	0	0	1	0	0	0	0	1	0	4	0	3	3	1	4	2	2	0	2	2	0	1	1	0	3	0	3	1
OTU6525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	0	3	0	1	0	1	0	0	0	1	3	4	0	2	4
OTU6526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	5	4	0	7	5	4	0	3	2	1	3	5	0	2	0	13	2
OTU6527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	0	0	1	2	1	3	1	0	0	0	1	1	0	2	0	0	4	0	0	1	0	0	1	5	0	0	1	0	3	0	0	1	0	0	0
OTU6529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	1	2	2	0	0	2	1	0	4	0	0	0	3	0	0	3	0	0	1	0	1	1
OTU6531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2	6	1	0	0	1	1	1	2	3	0	0	5	0	1	0	1	1	4	1	0	2	1	2	1	0	0	0	0	1	3	4	1	1	1	1	2	3	2	1	0	1	12	3	4	5	2	1	2	0	0	13	0	2	0	1	1	1	2	0	1	2	0	11	2	0	0	3	2	2	1	6	3	6	0
OTU654	0	2	1	2	3	2	3	0	2	3	2	2	0	1	11	6	0	7	4	5	0	1	0	0	0	2	0	0	1	0	0	0	0	0	1	1	2	1	2	0	0	0	1	0	3	0	2	2	0	0	0	1	1	2	0	1	0	0	0	1	1	3	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	3	1	0	0	1	1	0	0	0	0	0	0	1	1	3	0	0	0	0	0	1	1	0
OTU6540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	2	0	1	0	0	0	1	2	0	1	1	4	0	0	0	2	3	0	0	1	1	0	0	2	1	0	0	1	0	1	0	2	1	1	3	0	0	0	0	0	0	2	0	0	1	2	0	0	0
OTU6541	8	4	3	4	25	5	4	12	9	6	4	9	3	3	46	4	0	3	29	7	0	1	0	1	2	0	0	1	0	4	0	1	1	2	0	3	0	0	2	0	0	0	7	8	6	7	10	9	2	0	11	11	4	7	4	5	2	10	2	2	6	14	7	9	12	2	10	10	6	6	7	15	0	6	5	1	0	2	0	0	13	2	0	12	7	1	8	15	4	4	16	16	6	5	4	7	4	5	19	20
OTU6542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6543	24	58	35	63	90	37	43	47	40	53	49	54	8	61	109	110	23	123	80	77	9	8	15	5	31	18	35	11	27	29	16	16	20	14	13	9	20	7	14	4	2	0	26	12	22	18	24	31	11	2	19	15	16	11	14	43	4	30	17	3	16	24	7	6	10	9	16	22	12	20	7	10	4	22	11	4	2	1	3	3	23	3	4	26	5	5	9	15	3	2	9	6	3	9	5	6	10	19	28	9
OTU6544	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6546	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	2	1	1	0	0	28	34	6	15	13	6	12	18	5	5	13	7	6	8	10	31	2	14	33	26	1	1	16	1	2	11	2	7	2	10	2	0	3	4	1	45	5	2	0	1	0	6	0	3	0	1	0	30	0	0	7	0	20	2	15	24	3	7	3	4	2	2	4	0	16	19	0	2	4	1	1	0	3	11	3	8	8	7	4	1
OTU655	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU6551	0	0	2	1	0	1	1	1	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	5	1	0	0	0	3	0	2	0	0	1	0	0	0	1	2	3	1	0	1	2	0	2	17	0	2	0	0	0	1	3	9	0	4	1	13	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	2	0	0	0	2	1	0	5	4	0	9	0	4	12	0	0	5	1	0	1	1	1	1	4	0	0
OTU6553	0	4	2	1	1	0	0	0	0	1	2	3	0	0	6	4	1	1	5	2	1	1	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	4	2	2	3	2	1	2	1	1	1	1	1	2	1	0	0	2	0	0	2	2	0	3	1	3	2	0	0	0	2	1	1	0	0	0	0	8	2	1	5	1	0	3	2	1	2	2	3	2	1	0	2	3	3	6	4
