OTUID	checkm_completeness	checkm_contamination	checkm_marker_count	coding_density	gc_percentage	genome_size	Phylum	Class	Order	Family	Genus
GCF_000196255	99.52	0.35	922	82.48350845	41.733984	6403280	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Photobacterium
GCF_000257205	99.59	0.28	946	87.53674352	44.7400273	3412166	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_000745975	96.13	0.65	247	89.31822176	48.64174892	4466775	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	Desulfobacteraceae	g_Desulfobacter
GCF_000758905	96.45	0	247	90.9200729	38.85850703	1531433	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_S5-A14a
GCF_000768855	98.92	1.08	278	86.57854622	37.62356911	2392483	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_F0058
GCF_001995985	99.97	0.54	312	87.91347488	50.32370407	3326895	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Salinivibrio
GCF_002006345	99.19	3.39	332	81.44001965	28.611365	6082167	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium
GCF_002282895	98.92	0.27	312	91.53088565	47.01610682	3253032	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Paraferrimonas
GCF_002356295	99.46	2.69	278	85.44283423	35.99495086	5718991	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinifilaceae	g_Labilibaculum
GCF_900156405	98.97	0.46	989	84.58443195	44.01283338	4285700	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_003415655	99.07	1.81	1067	87.2459441	44.47172273	4758008	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_002029255	99.19	2.02	332	81.9981933	30.13182165	5843819	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium
GCF_004120195	100	0	312	86.65577178	48.37362947	5371326	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Enterovibrio
GCF_004770475	100	0	140	93.35899689	38.20154946	4083871	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_A
GCF_006385555	99.19	1.03	868	83.86178275	40.52931062	4648537	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_007830175	99.07	1.75	250	87.95908883	35.90331903	3834552	p_Firmicutes_A	c_Clostridia	o_Tissierellales	Sedimentibacteraceae	g_Sedimentibacter
GCF_009689005	98.71	3.23	247	86.95953264	53.87788182	7630248	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	Desulfosarcinaceae	g_Desulfosarcina
GCF_009762775	99.46	3.49	278	90.01623287	38.38115502	7811310	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae	g_WC007
GCF_009936045	98.94	0.24	247	88.4699278	43.87468241	3193614	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_Emergencia
GCF_010367435	100	1.12	149	91.50426833	27.81097725	2030655	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae	g_Fusobacterium_B
GCF_011064285	99.38	2.66	946	86.3919712	42.81150469	4650556	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_001695575	100	0.86	1067	88.42205424	45.08777769	5456512	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_014050525	99.59	0.69	404	88.65942223	29.78829708	2571906	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_B
GCF_900095445	98.56	1.32	178	86.86634837	32.42154821	3036132	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_UBA3947
GCF_900103615	99.3	0	249	86.48992269	27.63341329	3782458	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae	g_Romboutsia
GCF_900141635	100	0.7	250	86.52308891	41.17901293	3197617	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae	g_Peptoclostridium
GCA_002315385	90.78	0.95	247	88.02225769	41.87477983	1633413	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_UBA1739
GCA_002329565	95.27	1.68	247	89.29914978	47.47460119	1480088	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_UBA1440
GCA_002332905	86.31	4.55	250	87.47812938	29.70174669	3284086	p_Firmicutes_A	c_Clostridia	o_Tissierellales	Sedimentibacteraceae	g_UBA1535
GCA_002342685	98.51	3.02	922	87.24569138	41.69166233	4905801	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCA_002427615	95.16	3.49	278	85.03782344	38.63811769	3319370	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_Paludibacter
GCA_002409285	94.81	1.4	250	86.34030375	36.37785624	2945351	p_Firmicutes_A	c_Clostridia	o_Tissierellales	Sedimentibacteraceae	g_Sedimentibacter
GCA_002748735	87.5	0	280	88.38794529	53.34944299	1808853	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_Desulfobulbus_B
GCA_003554025	96.36	0.67	126	91.68555103	48.56928995	1506979	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	Izemoplasmataceae	g_T1SED10-81
GCA_004284765	90.6	2.98	280	88.09462699	51.85772574	2762383	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_Electronema
GCA_007117885	95.44	2.67	126	93.30579037	39.96469056	1748541	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	Izemoplasmataceae	g_CSBR16-104
GCA_009702755	81.03	0.86	104	95.6046495	53.43852844	1843812	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae	g_UBA2093
GCA_009726095	86.9	1.14	171	93.88758992	65.69107105	3496804	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae	g_WLMZ01
GCA_009773475	95.47	0.6	280	87.06205417	51.38851921	3031996	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae	g_UBA2270
GCA_009991425	91.76	0.27	140	92.54905475	34.79763962	3816603	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_GCA-2786225
GCA_012517575	94.43	1.88	278	89.3896069	37.48414367	2496637	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_MVYY01
GCA_012744295	99.18	2.1	334	91.35175445	49.81987864	1735219	p_Firmicutes_C	c_Negativicutes	o_Acidaminococcales	Acidaminococcaceae	g_JAAYIB01
GCA_012799165	86.12	0.21	247	90.99045467	49.97207405	1385808	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG11894
GCA_012840975	89.36	1.42	247	91.53299318	39.45299058	1444253	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG099
GCA_013043165	90.11	3.86	544	93.34971944	58.08985678	3185625	p_Proteobacteria	c_Gammaproteobacteria	o_Woeseiales	Woeseiaceae	g_UBA1847
GCA_013201405	99.37	1.28	280	88.91030999	54.32385606	2457598	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_Desulfobulbus
GCA_014641855	99.47	1.5	868	85.62363045	42.09166529	4961496	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCA_900540255	96.77	0	332	85.59540585	26.81368813	2735655	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium
GCA_900541915	99.4	0.9	334	91.44845061	42.53071517	1798867	p_Firmicutes_C	c_Negativicutes	o_Acidaminococcales	Acidaminococcaceae	g_Phascolarctobacterium_A
GCA_900542565	97.5	0.71	247	89.60398735	47.63755297	2295861	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_CAG-145
GCA_900553485	85.45	3.07	249	87.61612675	30.68898563	4184006	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae	g_Intestinibacter
GCA_902786355	97.89	0.71	247	89.58080601	48.33201761	2501825	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG099
GCA_902795265	90.8	1.6	247	91.66908895	49.78014085	1950639	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG099
GCA_002373505	87.54	3.49	278	92.48877342	49.79682975	2267832	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_RF16
GCA_903891045	94.3	4.38	280	88.23229526	51.6087792	2924640	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae	g_UBA2270
GCA_903941145	94.61	1.38	171	93.32415799	71.26153503	2745766	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Microtrichaceae	g_CAJANQ01
GCF_000186885	99.15	0	280	88.68383115	58.92757516	3851869	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_Desulfobulbus
GCF_000189275	99.87	0.98	1067	89.0908205	45.78006184	4904906	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_000332515	100	0	140	92.34376642	39.15160311	4081981	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_A
GCF_000420485	100	0.2	284	89.97436945	63.6582202	3701832	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Paucidesulfovibrio
GCF_000426765	96.08	1.71	922	86.864654	41.92943114	3823881	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_000429325	99.4	0.1	280	87.28525703	62.82111442	4705742	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Fundidesulfovibrio
GCF_000493815	100	0	149	89.84322254	27.57984072	2477971	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae	g_Fusobacterium
GCF_000622245	100	1.12	149	90.76451445	25.96987818	2103008	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae	g_Fusobacterium_B
GCF_000755425	96.43	2.43	946	85.93899543	46.05441152	5570107	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_001675165	98.62	0.23	404	85.2445157	31.03745724	4424992	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_B
GCF_002811925	97.65	0	140	91.33377927	43.9557755	4392226	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira
GCF_002995745	99.17	0.9	332	87.38402542	30.69855295	3505833	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium
GCF_003003035	100	1.09	275	86.30894504	42.44916245	4790522	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinilabiliaceae	g_Marinilabilia
GCF_003026285	99.93	1.2	922	84.89302844	41.26351072	6116719	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Photobacterium
GCF_003855395	99.53	0.67	868	83.79122701	41.12402397	4839879	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_003966225	99.58	0.04	868	83.78744441	45.76022364	5676915	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_003966735	99.41	0	284	88.6051127	56.04696317	3720107	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Desulfovibrio_Q
GCF_004769635	100	0	140	92.77672866	38.89927501	4124627	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_A
GCF_004770905	100	0	140	93.1978357	37.73671833	4167453	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_A
GCF_008830225	99.41	0	284	89.63395684	58.12849213	3365778	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Pseudodesulfovibrio
GCF_009828585	99.34	0	868	85.54506566	42.80234242	4642138	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_011806575	100	0.86	1067	88.02466269	45.93304282	4706381	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_013019105	99.4	0.6	280	89.13882055	67.54094328	4463309	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Fundidesulfovibrio
GCF_000307105	99.35	1.29	247	89.42158468	41.35776729	4871344	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	Desulfobacteraceae	g_Desulfobacula
GCF_900141845	99.19	1.23	332	84.8295375	27.90304798	4987666	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_AG
GCA_000403945	88.21	0	284	82.12227397	59.92450439	2600946	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Desulfovibrio
GCA_004796375	97.4	2.26	247	92.40341568	50.5001827	5613049	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	Desulfobacteraceae	g_MADRE2
GCA_009778955	89.02	2.45	280	85.97123965	58.86608166	2660121	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_Desulfobulbus
GCA_009937605	86.69	2.64	544	94.42199689	57.90711356	3122587	p_Proteobacteria	c_Gammaproteobacteria	o_Woeseiales	Woeseiaceae	g_UBA1847
GCA_011051825	87.51	0.6	280	85.41411946	52.55029365	3528378	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_DRLX01
GCA_011372855	96.69	0.6	280	88.49012071	59.00520201	2697613	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_UBA10518
GCA_012735285	92.11	0.71	247	91.81218675	37.98503049	1981628	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_JAAYHT01
GCA_013151365	90.56	1.29	280	87.38337091	57.01353968	2175272	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_BMS3Abin13
GCF_004309735	100	0.59	284	86.75078817	62.87927133	2655841	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Desulfovibrio
GCA_902760855	85.79	4.26	247	92.61833992	47.51146265	1612537	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG099
GCA_902765035	81.05	1.42	247	89.25503887	50.10208679	1762696	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG099
GCA_902769535	86.08	1.24	278	93.96296585	49.70575002	1887069	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_RF16
GCA_902779185	94.41	3.19	247	91.72830379	49.15162907	2249321	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG099
GCA_902782665	93.64	0.54	278	90.64827026	40.49168477	3329491	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_UBA1723
GCA_902783545	81.97	0	278	93.75994415	52.25801914	1919470	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_RF16
GCA_902797405	83.06	2.65	247	88.81554204	42.09340783	1701656	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_RUG11214
GCA_902799185	85.82	0.54	278	91.25706718	51.35322444	2427595	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_RF16
GCA_903929065	95.22	3.54	278	88.53144171	37.6489821	3995027	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_Paludibacter
GCF_000014885	99.84	0	868	84.11391063	43.29178894	5396476	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_000015245	100	0.54	312	88.36650069	53.58638893	4306142	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_000018025	99.84	0	868	83.67511383	46.07787629	5517674	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_000163695	98.39	0.54	278	88.10587361	43.05099715	2113539	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_F0058
GCF_000176715	99.86	0.14	1130	87.19484759	46.45684566	4082591	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_000347035	98.82	0	140	91.18433641	41.65513367	4180037	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_B
GCF_000389635	100	0.39	404	80.19482167	30.55946551	5044100	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_I
GCF_000425405	100	0.54	310	87.79408067	56.93123096	4930960	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Ferrimonas
GCF_000498355	99.98	1.08	332	87.68252427	26.74619392	3113901	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium
GCF_000504305	100	0	284	82.9748513	66.08874731	4257954	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Nitratidesulfovibrio
GCF_000621165	100	0	312	86.53811699	47.45917852	5503346	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Enterovibrio
GCF_001705235	100	1.03	404	84.6294595	30.31015905	4677181	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_S
GCF_002029235	99.04	2.92	178	84.83905382	33.09766568	5074802	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_AE
GCF_002100145	97.1	2.3	922	87.20726856	45.46351577	4249757	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_006333845	99.96	1.56	1066	84.21657977	44.0640674	4886292	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Vibrio
GCF_002157795	96.78	1.39	922	84.43385208	49.39472939	4473663	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Thaumasiovibrio
GCF_002251085	98.59	1.41	249	86.17783647	27.1053976	2828385	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae	g_Romboutsia_B
GCF_002954705	99.63	0.55	919	83.85906242	38.30235862	4462628	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Aliivibrio
GCF_003026215	99.84	0.27	922	84.72351354	41.50738421	5905913	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Photobacterium
GCF_003026495	97.85	1.39	922	86.80928021	47.9028501	5840212	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Photobacterium
GCF_003112675	98.82	0	140	92.30274075	41.26056351	4063992	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_B
GCF_900086585	99.29	0.71	247	88.58114092	45.68583977	4252614	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_Emergencia
GCF_003966265	99.84	0.1	868	83.9473551	45.83412618	5392127	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_004116385	97.03	0.99	312	84.43340248	45.95473345	5286698	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae	g_Enterovibrio
GCF_004135975	99.4	0	280	87.23943604	64.61962674	4688868	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Solidesulfovibrio
GCF_004770105	98.82	0	140	92.06494707	39.93435604	4281887	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_B
GCF_004771005	100	0	140	92.49335156	40.54321893	4211893	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_A
GCF_004771275	98.82	0	140	92.44038309	47.70247329	3746420	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae	g_Leptospira_B
GCF_005116665	100	0.36	310	88.66278654	51.80153702	4753108	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Ferrimonas
GCF_007625075	98.47	2.43	284	87.40820147	60.55076014	4286425	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Desulfovibrio_R
GCF_009617895	99.46	2.42	278	86.3949613	44.65527058	3963877	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae	g_Prolixibacter
GCF_009911365	97.16	0.71	247	87.23890411	46.89677799	3959417	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_BX12
GCF_010470665	100	0.16	284	88.38904587	47.99708966	4488098	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Maridesulfovibrio
GCF_011765625	99.1	1.68	868	86.58434942	40.97154437	4472858	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae	g_Shewanella
GCF_012843905	96.77	0.52	332	83.72083719	28.58830717	3349128	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium
GCF_900130005	97.24	1.8	404	81.12568214	28.92346306	3482404	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_D
GCF_900130015	99.32	0.89	280	87.51800676	56.33717433	4977298	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae	g_Desulfofustis
GCF_900167275	100	1.12	149	91.92547426	28.24224784	2580907	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae	g_Cetobacterium
GCF_900177375	100	0.07	284	89.04608612	42.32522187	3962538	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Maridesulfovibrio
GCA_900550335	96.62	1.4	250	85.88147377	31.41363235	2090204	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae	g_Peptacetobacter
GCF_900764925	90.45	2.25	149	92.35421251	30.5237696	2290320	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae	g_Fusobacterium_A
GCF_900769555	98.39	2.15	278	87.41797143	35.45853409	3032937	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_UBA1181
GCF_902363255	100	0	249	85.94065482	28.36847304	3838863	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae	g_Terrisporobacter
GCA_000753575	92	1.33	126	90.14136768	29.2197724	2115618	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	Izemoplasmataceae	g_Izemoplasma_B
GCA_002084425	80.65	0	247	85.53752431	29.46519992	1943540	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	Desulfobacteraceae	g_4572-130
GCA_002309835	82.66	0.63	278	92.9190965	49.82578823	1725599	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_RF16
GCA_002315615	89.44	1.61	278	91.75993423	38.0697133	1635885	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_UBA1754
GCA_002453475	95.58	2.07	404	83.24664963	29.93898794	3901733	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae	g_Clostridium_J
GCA_002477945	93.01	0.54	278	88.78462242	47.30842801	2277498	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_RF16
GCA_003512875	85.78	3.16	284	89.53742086	43.860563	1733779	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae	g_Mailhella
GCA_003514205	81.99	0.85	171	85.07201722	59.80722247	3420154	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Microtrichaceae	g_UBA11034
GCA_003559585	88.89	0	126	92.37131158	39.64926405	1515385	p_Firmicutes	c_Bacilli	o_Izemoplasmatales	Izemoplasmataceae	g_B1SED10-225
GCA_008633435	95.65	0.2	280	87.82275607	47.3273262	2921014	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae	g_Desulfobulbus_C
GCA_009712605	97.58	0	278	88.84881244	42.46239926	3695992	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_Microbacter
GCA_009923785	87.08	1.71	171	95.08272992	62.37000901	2142937	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae	g_Casp-actino8
GCA_009930305	100	3.23	278	91.9443802	34.63567939	2685231	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_RUG163
GCA_011390165	96.43	0.6	280	88.88818294	60.72988283	3588576	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae	g_Desulforhopalus
GCA_011391225	84.7	0.89	280	89.23550681	50.33783728	3002185	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae	g_Desulforhopalus
GCA_012519425	94.09	0.71	278	90.77372284	40.14731687	2392937	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_Paludibacter
GCA_012523915	94.68	0.5	247	91.97495433	37.5191685	1984375	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_JAAYHT01
GCA_012744355	96.81	2.13	247	90.09646418	34.90615323	1881631	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_JAAYHV01
GCF_002998925	95.39	0	247	89.94456688	41.17863495	1570902	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae	g_Mogibacterium
GCA_014381505	98.51	1.79	280	88.60325247	51.063936	2083340	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae	g_JACNLK01
GCA_900498215	95.61	0.27	278	87.20215495	35.0233731	3156633	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae	g_UPXZ01
GCA_900545025	97.01	1.2	334	91.4681437	45.29724523	1752526	p_Firmicutes_C	c_Negativicutes	o_Acidaminococcales	Acidaminococcaceae	g_Phascolarctobacterium_A
GCA_900753045	97.6	1.52	334	88.0468815	46.94112231	2465365	p_Firmicutes_C	c_Negativicutes	o_Acidaminococcales	Acidaminococcaceae	g_Phascolarctobacterium_A
