OTUID	C00120	C00194	C03492	C00062	C00097	C00025	C00135	C00407	C00123	C00047	C00073	C00077	C00079	C00148	C00065	C00188	C00078	C00082	C05819	C00003	C03313	C00032	C00018	C00016	C00101	C00068	C00390	C00105	C00130
GCA_902777655	0.333333333	0	0.4	0.666666667	1	0.090909091	0.666666667	1	0.333333333	0.714285714	1	0.75	0	0	0.666666667	0.8	0.333333333	0	0	0.2	0	0.2	0.166666667	0.857142857	0.6	0.285714286	0	0.666666667	1
GCA_902778165	0	0.714285714	0.2	1	1	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0	1	1	0.8	0.666666667	0.5	0	0.2	0	0.2	0.166666667	0.285714286	0.6	0.142857143	0	1	1
GCA_902778565	0	0.714285714	0	0	1	0	0	1	1	0.428571429	0.428571429	0	0	1	0.666666667	0.8	0	0	0	0.25	0	0.3	0.166666667	0.285714286	0.6	0.142857143	0	0.666666667	1
GCA_902778585	0.333333333	0.714285714	0.2	1	1	0	1	1	1	0.833333333	0.571428571	0.75	0	0.5	0.666666667	0.8	0	0	0	0.2	0	0.6	0.166666667	0.142857143	0.4	0.333333333	0	0.666666667	1
GCA_902778935	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.714285714	0.142857143	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.666666667	1
GCA_902779185	0.333333333	0.714285714	0.2	1	1	0.090909091	1	1	1	0.333333333	0.714285714	0.75	0	0.5	0.666666667	0.6	0	0	0	0.2	0	0.6	0.166666667	0.142857143	0.4	0.2	0	0.666666667	0.75
GCA_902779535	0.333333333	0.857142857	0.2	0.333333333	0.5	0	1	1	1	0.857142857	0.857142857	0.25	0	0	0.666666667	0.6	0.666666667	0	0.222222222	0.2	0	0.3	0.166666667	0.857142857	0.8	0.25	0.111111111	0.333333333	1
GCA_902779705	0.333333333	0.142857143	0.4	0	0	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0	0.2	0	0	0.222222222	1	0	0.3	0.333333333	0.857142857	0.6	0.25	0.111111111	0.333333333	0
GCA_902780235	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.333333333	0.2	0	0	0.222222222	0.6	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.666666667	0
GCA_902780405	0.333333333	0.857142857	0.6	0.428571429	1	0.090909091	0.833333333	1	1	1	0.857142857	1	0	1	0.666666667	1	1	0	0	0.4	0	0.2	1	1	0.8	0.285714286	0	1	1
GCA_902780495	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.666666667	0.142857143	0	0	0.5	0.333333333	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.5	0.111111111	0.666666667	0
GCA_902780815	0.333333333	0.142857143	0.2	1	1	0.090909091	0.833333333	1	1	0.666666667	0.714285714	0.75	0	0.5	0.666666667	0.8	0	0	0	0.2	0	0.6	0.166666667	0.142857143	0.2	0.2	0	1	1
GCA_902780845	0	0.714285714	0	1	1	0	0	1	1	0.444444444	0.571428571	0	0	1	0.666666667	0.8	0	0	0	0.25	0	0.2	0.166666667	0.285714286	0.6	0.142857143	0	0.666666667	0.875
GCA_902781515	0.333333333	0.857142857	0.4	0.666666667	1	0	1	1	1	0.857142857	0.857142857	0.25	0.5	0.5	0.666666667	0.8	0.666666667	0	0.222222222	1	0.142857143	0.3	0.5	0.857142857	1	0.25	0	1	0.75
GCA_902782665	0	0.857142857	0.6	0.666666667	1	0	1	1	1	1	1	0.25	0	0.5	0.666666667	0.8	0.666666667	0	0.444444444	1	0.142857143	0.4	0.333333333	1	0.8	0.571428571	0.111111111	1	1
GCA_902783285	0.333333333	0	0.2	1	1	0.090909091	0.5	1	1	1	0.571428571	1	0	0.5	0.333333333	0.6	0.333333333	0	0.333333333	0.8	0.285714286	1	0	0.857142857	0.4	0.5	0	0.666666667	0.75
GCA_902783525	0.333333333	0.714285714	0.4	0.333333333	0.333333333	0	1	0.5	0	0.833333333	0.714285714	0	0	0.5	0.333333333	0.6	0	0	0	0.8	0	0.6	0.166666667	0.285714286	0.4	0.285714286	0	0.333333333	0.875
GCA_902783545	0.333333333	0.142857143	0.4	0	1	0	0	0.25	0	0.714285714	0.142857143	0	0	0	0.666666667	0.2	0	0	0.111111111	0.4	0	0.3	0.5	0.857142857	0.8	0.25	0	0.333333333	0
GCA_902784035	0.333333333	0	0.4	1	1	0	0.833333333	0.75	1	0.857142857	0.714285714	1	0	1	1	0.8	0.666666667	0	0	0.2	0	0.2	1	1	0.8	0.5	0	1	1
GCA_902784425	0.333333333	0	0.4	0.666666667	0.5	0	0.333333333	1	1	1	1	0.25	0	0.5	0.666666667	0.8	0.666666667	0.5	0.444444444	1	0.142857143	0.9	1	0.857142857	0.6	0.75	0	0.666666667	0.875
GCA_902784585	0.333333333	0.142857143	0.4	0	0	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.666666667	0
GCA_902785295	0.333333333	0.142857143	0.6	1	1	0.090909091	0.833333333	1	1	1	0.714285714	1	0	1	0.666666667	1	0.666666667	0.5	0.111111111	1	0	0.7	1	1	0.8	0.571428571	0	1	1
GCA_902785605	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.666666667	0
GCA_902785805	0.333333333	0.142857143	0.4	0	0.5	0.090909091	0	0.25	0	0.666666667	0.285714286	0	0	0	0.333333333	0.2	0	0	0.111111111	0.6	0	0.2	0.5	0.571428571	0.4	0.25	0.111111111	0.666666667	0.875
GCA_902786355	0.333333333	0.714285714	0.2	1	1	0.090909091	0.833333333	1	1	0.833333333	0.714285714	0.75	0	0.5	0.666666667	0.8	0	0.5	0	0.2	0	0.6	0.166666667	0.285714286	0.4	0.333333333	0	0.666666667	1
GCA_902786565	0.333333333	0.857142857	0.6	0.666666667	1	0	1	1	1	1	0.857142857	0.25	0.5	0.5	0.333333333	0.8	0.666666667	0	0.444444444	1	0.142857143	0.3	1	1	0.8	0.25	0.111111111	0.666666667	1
GCA_902786815	0.333333333	0.857142857	0.4	1	1	0	1	1	1	0.666666667	0.714285714	0	0	1	0.666666667	0.8	0	0	0	0.8	0	0.6	0.166666667	1	0.4	0.285714286	0	0.666666667	0.75
GCA_902786855	0.333333333	0.714285714	0.2	1	1	0.090909091	0.833333333	1	1	0.833333333	0.714285714	0.75	0	0.5	0.666666667	0.8	0	0	0	0.2	0	0.6	0.166666667	0.142857143	0.4	0.222222222	0	0.666666667	0.875
GCA_902787575	0.333333333	0.857142857	0.6	0.666666667	1	0	1	1	1	1	0.857142857	0.25	0.5	1	0.666666667	0.8	0.666666667	0	0.111111111	1	0	0.3	1	1	1	0.25	0.111111111	1	1
GCA_902787725	0	0.714285714	0.4	1	1	0	1	0.75	1	0.666666667	0.714285714	0	0	0.5	0.666666667	0.6	0	0	0	0.25	0	0.4	0.166666667	1	0.6	0.2	0	0.333333333	0.5
GCA_902788245	0.333333333	0	0	0	0.5	0.090909091	0	1	0.666666667	0.833333333	0.285714286	0	0	0.5	0.666666667	0.8	0	0	0	0.2	0	0.2	0.166666667	0.142857143	0.4	0.333333333	0	0.333333333	0
GCA_902788795	0.333333333	0.714285714	0	0.666666667	1	0	1	0.5	0.333333333	0.571428571	0.571428571	0.75	0	1	0.333333333	0.6	0	0	0	0	0	0.2	0.166666667	0.285714286	0.2	0.142857143	0	0.666666667	1
GCA_902789555	0.333333333	0.142857143	0.2	0.333333333	1	0	0	0.4	0	0.428571429	0.428571429	0	0	0	0.666666667	0.8	0	0	0	0.2	0	0.2	0.166666667	0.142857143	0.4	0.142857143	0	0.666666667	1
GCA_902790095	0	0	0	1	1	0.090909091	0.5	0.6	0.666666667	0.571428571	0.571428571	0.75	0	1	0.333333333	0.6	0.333333333	0	0	0.4	0	0.2	0	0.285714286	0.6	0.333333333	0	0.666666667	0.875
GCA_902790885	0.666666667	0.714285714	0.2	1	1	0.090909091	0.5	1	1	0.833333333	0.714285714	0.75	0	0.5	0.666666667	0.8	0	0	0	0.2	0	0.6	0.166666667	0.142857143	0.4	0.2	0	0.666666667	0.75
GCA_902790905	0	0.714285714	0.6	0	1	0.090909091	0.833333333	1	1	0.714285714	0.571428571	0	0.5	1	1	0.8	0	0.5	0	0.2	0	0.6	0.166666667	0.285714286	0.6	0.333333333	0	0.666666667	1
GCA_902790965	0.333333333	0	0.2	0.666666667	1	0.090909091	0	1	1	0.833333333	0.571428571	1	0	0.5	0.666666667	0.8	0	0.5	0	0.25	0	0.3	0.166666667	0.142857143	0.4	0.428571429	0	0.666666667	1
GCA_902791675	0.333333333	0.714285714	0.4	0.333333333	1	0	1	1	1	0.833333333	0.857142857	0.25	0	0.5	0.333333333	0.8	0.333333333	0	0.222222222	1	0	0.4	1	1	0.8	0.25	0.111111111	0.333333333	1
GCA_902792535	0.333333333	0.142857143	0.4	0	0	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.666666667	0
GCA_902792635	0.333333333	0	0.4	0.666666667	1	0.090909091	1	1	1	1	0.857142857	0.25	0	0.5	0.333333333	0.8	0.666666667	0	0.555555556	1	0.285714286	0.3	1	1	0.6	0.75	0.111111111	0.666666667	1
GCA_902792835	0.333333333	0.142857143	0.4	0	0	0.090909091	0	0.25	0	0.714285714	0.142857143	0	0	0	0.666666667	0.2	0	0	0.222222222	0.8	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.333333333	0
GCA_902792855	0.333333333	0.857142857	0.2	0.666666667	1	0	1	1	1	1	0.857142857	0.5	0.5	0.5	0.666666667	0.8	0.666666667	0	0.666666667	0.4	0.285714286	0.3	0.166666667	1	0.6	0.25	0.111111111	0.666666667	1
GCA_902793335	0.333333333	0.857142857	0.4	0.666666667	1	0.090909091	0.833333333	1	1	1	0.857142857	1	0.5	1	0.666666667	1	1	0.5	0.111111111	1	0	0.7	0.333333333	1	0.8	0.714285714	0	1	1
GCA_902793685	0.333333333	0.857142857	0.2	1	1	0	0.833333333	1	1	0.857142857	0.714285714	0.5	0	1	1	0.8	0.666666667	0	0	0.4	0	0.4	0.166666667	1	0.4	0.428571429	0	1	1
GCA_902793875	0	0.714285714	0	0	1	0.090909091	0	0	0	0.333333333	0.285714286	0	0	0.5	0.666666667	0.6	0	0	0	0.2	0	0.5	0.166666667	0	0.4	0.333333333	0	0.666666667	0
GCA_902795135	0.666666667	0.857142857	0.4	1	1	0	1	1	1	0.5	0.714285714	0	0	1	0.666666667	0.6	0	0	0	0.2	0	0.6	0.166666667	0.285714286	0.6	0.285714286	0	0.666666667	0.75
GCA_902795265	0.333333333	0	0.2	1	1	0.090909091	1	1	1	0.833333333	0.428571429	0.75	0	0.5	0.666666667	0.8	0	0.5	0	0.2	0	0.3	0.166666667	0.142857143	0.4	0.2	0	0.666666667	0.75
GCA_902796875	0.333333333	0.142857143	0.4	1	1	0	0.833333333	0.666666667	0.666666667	0.833333333	0.428571429	0	0	0.5	0.666666667	0.6	0	0	0	0.4	0	0.4	0.166666667	0.857142857	0.4	0.2	0	0.333333333	0.75
GCA_902796945	1	0.142857143	0.6	1	0.166666667	0	1	0.666666667	1	1	0.857142857	0.75	0.5	1	0.666666667	1	1	0.5	0	0.2	0	0.2	0.166666667	1	0.6	0.5	0	0.666666667	1
GCA_902796965	0.333333333	0.857142857	0.6	1	1	0	0.5	1	1	0.714285714	0.571428571	1	0	1	1	0.8	1	0	0	0.4	0	0.4	0.166666667	0.714285714	0.6	0.571428571	0	1	1
GCA_902797095	0.4	0.714285714	0	1	1	0	0.833333333	0.75	0.666666667	0.5	0.428571429	0.5	0	1	0.666666667	0.6	0	0	0	0.6	0	0.5	0.166666667	1	0.2	0.285714286	0	1	1
GCA_902797195	0.333333333	0.428571429	0	1	0.5	0	0.666666667	0.8	1	0.666666667	0.571428571	0	0	1	0.333333333	0.6	0	0	0	0.4	0	0.7	0.166666667	0.285714286	0.6	0.285714286	0	0.666666667	0.875
GCA_902797345	0	0	0.6	1	1	0	0.5	0.666666667	0.666666667	0.666666667	0.714285714	0.75	0.5	1	0.666666667	0.8	0	0.5	0	0	0	0.2	0.166666667	0.857142857	0.2	0.222222222	0	0.666666667	0.75
GCA_902797405	0	0.571428571	0.2	0.666666667	0.5	0.090909091	0.666666667	1	1	0.666666667	0.571428571	0	0	1	0.666666667	0.6	0	0	0	0.2	0	0.2	0.166666667	0.285714286	0.4	0.142857143	0	0.666666667	1
GCA_902798385	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	0.8	0	0.3	0.5	0.857142857	0.6	0.25	0.111111111	0.666666667	1
GCA_902798745	0.333333333	0.714285714	0.2	0.666666667	0.5	0.090909091	0	1	1	0.833333333	0.428571429	0	0	0.5	0.666666667	0.8	0	0.5	0	0.2	0	0.5	0.166666667	0.285714286	0.4	0.285714286	0	0.666666667	1
GCA_902798965	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.714285714	0.142857143	0	0	0	0.666666667	0.2	0	0	0.111111111	1	0	0.3	0.5	0.857142857	0.8	0.75	0	0.666666667	0
GCA_902799185	0.333333333	0.142857143	0.4	0	0	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	0.8	0	0.3	0.5	0.857142857	0.6	0.25	0.111111111	0.666666667	0
GCA_902799555	0.333333333	0.142857143	0.4	0	0	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.333333333	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.666666667	0
GCA_902799705	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.333333333	0
GCA_902799875	0.333333333	0.142857143	0.4	0	0	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.666666667	0
GCA_902800215	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.714285714	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.2	0.5	0.857142857	0.6	0.25	0.111111111	0.666666667	0
GCA_902800325	0.333333333	0.714285714	0.4	0.666666667	0.5	0.090909091	0.833333333	1	1	0.857142857	0.714285714	1	0	1	0.666666667	0.8	1	0	0	0.4	0	0.2	1	1	0.8	0.285714286	0	1	0.875
GCA_902800525	0.333333333	0.142857143	0.4	0	1	0.090909091	0	0.25	0	0.833333333	0.285714286	0	0	0	0.666666667	0.2	0	0	0.222222222	1	0	0.3	0.5	0.857142857	0.8	0.25	0.111111111	0.333333333	0
GCA_902800925	0	0.857142857	0.6	0.666666667	1	0	1	1	1	0.857142857	0.571428571	0.25	0.5	0.5	0.666666667	0.2	0.666666667	0	0.111111111	1	0	0.3	0.5	1	0.6	0.25	0.111111111	1	1
GCA_902801365	0.666666667	1	0.4	1	1	0	1	0.75	1	1	1	0.75	0.5	1	1	1	0.666666667	0.5	0	0.2	0	0.7	0.166666667	1	0.4	0.5	0	1	1
GCA_902803185	0	0.571428571	0	0	1	0	0.666666667	1	0.666666667	0.428571429	0.571428571	0	0.5	1	0.666666667	0.8	0	0.5	0	0.2	0	0.3	0.166666667	1	0.4	0.2	0	0.666666667	0.75
GCA_902803725	0.333333333	0	0.6	0.666666667	0.5	0	0.833333333	0.4	0	0.666666667	0.285714286	1	0	0.5	1	0.6	0	0	0	0	0	0.3	0.166666667	0.142857143	0.4	0.571428571	0	1	0.625
GCA_902805995	0	0.714285714	0.4	0.666666667	0.166666667	0.363636364	1	0.75	1	0.666666667	0.714285714	0.75	0	1	0.333333333	0.8	1	0.666666667	0	0.5	0	0.8	0.333333333	0.857142857	0.4	0.2	0.444444444	1	0.75
GCA_903789635	0.333333333	0.714285714	0.6	1	1	0	1	1	1	0.666666667	0.714285714	1	0.5	0.5	0.666666667	0.8	0	0.5	0	0.8	0	0.6	0.333333333	1	0.6	0.333333333	0	1	1
GCA_903789665	0.666666667	1	0.6	1	1	0	0.833333333	1	1	0.888888889	1	1	0.5	1	0.333333333	1	1	0.5	0	1	0	0.8	1	1	0.8	0.714285714	0	1	1
GCA_903819815	1	0.142857143	0.4	0	1	0.272727273	0	0.25	0	0.666666667	0.571428571	0	0	0	0.333333333	0.6	0	0	0.555555556	0.5	0.285714286	0.9	0.5	0.857142857	0.6	0.2	0.111111111	1	0.875
GCA_903828805	1	0.142857143	0.8	1	1	0.272727273	0.833333333	0.8	0	0.714285714	0.857142857	0.75	0	1	0.666666667	0.6	0.333333333	0	0.666666667	0.8	0.142857143	1	0.5	0.857142857	1	0.75	0.111111111	1	0.875
GCA_903830915	0.666666667	0.142857143	0.6	0.666666667	1	0.181818182	0.833333333	0.666666667	1	1	0.857142857	0.5	0	0.5	0.666666667	0.8	0.666666667	0	0.444444444	1	0.285714286	0.3	0.666666667	0.857142857	0.8	0.285714286	0	1	0.875
GCA_903834845	0.666666667	0.142857143	0.6	1	1	0.272727273	1	1	1	1	1	0.25	0	0.5	0.666666667	0.8	0.666666667	0.5	0.833333333	0.8	0	0.3	0.5	0.857142857	1	0.285714286	0.333333333	1	0.875
GCA_903835685	1	0.714285714	0.4	1	1	0.272727273	0.666666667	1	1	1	0.714285714	1	0.5	1	0.666666667	0.8	0.666666667	0.333333333	1	0.8	0	1	0.166666667	0.857142857	0.6	1	0.333333333	1	1
GCA_903839195	1	0.142857143	0.4	0	1	0.181818182	0	1	0	1	0.857142857	0	0	0	0.333333333	1	0	0	0.555555556	0.8	0.285714286	1	0.5	0.857142857	1	0.25	0.111111111	1	1
GCA_903842475	1	1	0.6	1	1	0.363636364	0.5	1	1	1	0.714285714	1	0.5	1	0.333333333	0.8	1	0.333333333	0.833333333	0.6	0.142857143	1	0.666666667	0.857142857	0.8	0.75	0.222222222	0.666666667	0.875
GCA_903843965	1	0.714285714	0.4	1	1	0.272727273	0.666666667	1	1	1	0.571428571	1	0.5	1	0.333333333	0.8	0.666666667	0.333333333	1	1	0	1	0.166666667	0.857142857	0.6	1	0.333333333	1	1
GCA_903850335	0.666666667	0.142857143	0.4	1	1	0.272727273	1	1	1	1	1	0.5	0	0.5	0.666666667	0.8	1	0.5	0.555555556	0.8	0.285714286	1	0.666666667	0.857142857	1	0.285714286	0.111111111	1	0.875
GCA_903853285	0	0.142857143	0.4	0.666666667	0	0.272727273	0	1	0.333333333	0.857142857	0.428571429	0.75	0	0.5	0.333333333	0.8	0.666666667	0	0.444444444	1	0.285714286	1	1	0.714285714	0.166666667	0.2	0	1	0.125
GCA_903854235	0.666666667	0.142857143	0.4	1	1	0.272727273	1	1	1	0.857142857	0.857142857	0	0	0.5	0.666666667	0.8	0.666666667	0.5	0.666666667	0.8	0	1	0.666666667	0.857142857	0.8	0.285714286	0.333333333	1	0.875
GCA_903865775	0.333333333	0.142857143	0.4	1	1	0.272727273	0.833333333	1	1	1	0.857142857	0.25	0	0.5	0.666666667	0.8	1	0.5	0.666666667	0.6	0.285714286	1	0.666666667	0.714285714	1	0.285714286	0.111111111	1	1
GCA_903868545	0.4	0.285714286	0.4	1	0.5	0.363636364	0.666666667	1	0.666666667	0.888888889	0.714285714	1	0.5	1	1	1	1	0.5	0.333333333	1	0.142857143	1	1	0.857142857	0.8	0.2	0	1	1
GCA_903872155	0	0.142857143	0.4	1	0	0.272727273	0.333333333	0.8	0.666666667	0.888888889	0.714285714	1	0	0.5	0.666666667	1	1	0	0.444444444	0.4	0.142857143	1	1	0.428571429	0.4	0.2	0	1	1
GCA_903873135	0	0.142857143	0.4	1	0	0.272727273	0.666666667	1	0.666666667	0.888888889	0.714285714	1	0.5	1	1	1	1	0.5	0.333333333	1	0.142857143	1	1	0.857142857	0.8	0.2	0	1	1
GCA_903873355	0.666666667	0	0.4	0.666666667	0.5	0.181818182	1	1	0.666666667	1	0.857142857	0.25	0	0.5	0.666666667	0.8	0.333333333	0	0.444444444	0.6	0.285714286	0.2	0.666666667	0.857142857	1	0.285714286	0	1	1
GCA_903875445	1	1	0.6	1	1	0.363636364	0.5	1	1	0.857142857	0.571428571	1	0.5	1	1	0.8	0.666666667	0.333333333	1	0.8	0	1	0.833333333	0.857142857	0.8	0.571428571	0.222222222	1	0.875
GCA_903879645	0.666666667	0.142857143	0.4	0	1	0.181818182	0	0.25	0	0.857142857	1	0	0	0.5	0.666666667	1	0.666666667	0.5	0.444444444	0.875	0.285714286	1	0.5	0.714285714	0.6	0.25	0	1	1
GCA_903881215	0.666666667	0.142857143	0.4	1	1	0.272727273	1	1	1	1	1	0.25	0	0.5	0.333333333	0.8	0.666666667	0.5	1	0.8	0	1	0.5	0.857142857	0.8	0.285714286	0.333333333	1	1
GCA_903887485	1	1	0.6	1	1	0.272727273	0.5	1	1	1	0.428571429	1	0.5	1	0.666666667	0.8	1	0.333333333	1	0.8	0	1	0.5	0.857142857	0.6	0.571428571	0.222222222	0.666666667	0.875
GCA_903891045	0.666666667	1	0.6	1	1	0.272727273	0.5	1	1	0.714285714	0.285714286	1	0.5	1	0.666666667	0.6	1	0.333333333	1	0.8	0	1	0.5	0.857142857	0.6	0.571428571	0.222222222	0.666666667	0.875
GCA_903895515	0	0	0.4	1	0	0.272727273	0	1	0.666666667	0.777777778	0.714285714	1	0	0.5	0.666666667	0.8	0.333333333	0	0.444444444	0.6	0.142857143	1	1	0.857142857	0.2	0.2	0	1	0.125
GCA_903896915	1	1	0.6	0.666666667	0.5	0.363636364	0.5	1	1	1	0.857142857	1	0.5	1	0.333333333	0.8	0.666666667	0.333333333	0.5	0.8	0	1	0.666666667	0.857142857	1	0.571428571	0.222222222	1	0.75
GCA_903897145	0.333333333	0.142857143	0.4	1	1	0.272727273	1	1	1	0.857142857	0.857142857	0.5	0	0.5	0.666666667	0.8	0.666666667	0.5	0.555555556	0.8	0.285714286	0.7	0.666666667	0.857142857	0.8	0.285714286	0.111111111	1	0.875
GCA_903899865	1	0.428571429	0.6	0.666666667	1	0.272727273	1	1	1	0.857142857	0.571428571	0.5	0	0.5	0.666666667	0.4	0.666666667	0	0.222222222	0.8	0.142857143	0.8	0.666666667	1	0.8	0.25	0	1	0.875
GCA_903901335	1	1	0.6	1	1	0.363636364	0.666666667	1	1	1	0.714285714	1	0.5	1	0.666666667	0.8	0.666666667	0.333333333	1	0.8	0.142857143	1	0.666666667	0.857142857	0.6	0.75	0.222222222	1	0.875
GCA_903901975	0.666666667	0.142857143	0.6	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0.5	0	0.5	0.666666667	0.8	0.666666667	0	0.444444444	1	0.285714286	0.3	0.666666667	0.857142857	1	0.285714286	0	1	1
GCA_903902795	1	0.142857143	0.4	0	1	0.272727273	0	0.25	0	0.857142857	0.857142857	0	0	0.5	0.666666667	1	0	0	0.555555556	0.875	0.285714286	1	0.5	0.857142857	0.8	0.25	0.111111111	1	1
GCA_903904615	0	0.142857143	0.4	1	0	0.272727273	0.5	1	0.666666667	0.888888889	0.714285714	1	0	0.5	0.666666667	1	0.666666667	0	0.333333333	1	0.142857143	0.9	1	0.857142857	0.333333333	0.2	0	1	1
GCA_903905505	0.333333333	0.142857143	0.4	1	1	0.272727273	1	1	0.666666667	1	0.857142857	0.5	0	0.5	0.666666667	0.8	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.666666667	0.857142857	0.6	0.285714286	0.111111111	1	1
GCA_903907075	0.666666667	0.142857143	0.4	1	1	0.272727273	1	1	1	0.857142857	0.857142857	0.25	0	0.5	0.333333333	0.8	0.333333333	0.5	0.555555556	0.8	0.285714286	0.9	0.5	0.857142857	0.8	0.285714286	0.111111111	1	0.875
GCA_903911085	0.666666667	0.142857143	0.4	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0.5	0	0.5	0.666666667	0.8	0.666666667	0	0.444444444	0.8	0.285714286	0.3	0.666666667	1	1	0.285714286	0	1	1
GCA_903912795	0.333333333	0.857142857	0.6	0.666666667	1	0.181818182	1	1	0.666666667	1	0.857142857	0.5	0	0.5	0.333333333	0.8	0.666666667	0	0.444444444	1	0.285714286	0.7	0.666666667	0.857142857	1	0.25	0	1	1
GCA_903918045	0.666666667	0.142857143	0.4	1	1	0.272727273	1	1	0.666666667	1	1	0.25	0	0.5	0.333333333	0.8	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.666666667	0.857142857	1	0.285714286	0.111111111	1	1
GCA_903919215	0	0.571428571	0.4	1	0.5	0.090909091	0.5	1	0.666666667	0.888888889	0.714285714	1	0	0.5	1	1	1	0	0.555555556	0.5	0.285714286	1	1	0.142857143	0.4	0.2	0	1	0.875
GCA_903919455	0	0.571428571	0.4	1	0	0.272727273	0.166666667	1	0.666666667	0.888888889	0.714285714	1	0	0.5	1	1	0.666666667	0	0.555555556	0.5	0.285714286	1	1	0.714285714	0.4	0.2	0	1	1
GCA_903923905	0.666666667	0.142857143	0.4	1	1	0.272727273	1	1	1	1	0.857142857	0.25	0	0.5	0.333333333	0.8	0.666666667	0.5	0.555555556	0.8	0.285714286	1	0.666666667	0.857142857	0.8	0.285714286	0.111111111	1	1
GCA_903925745	0	0.142857143	0.4	1	0	0.181818182	0.333333333	1	0.666666667	0.888888889	0.714285714	1	0.5	0.5	1	1	0.666666667	0.5	0.222222222	0.8	0	1	1	0.857142857	0.8	0.2	0	1	0.75
GCA_903925985	0	0.285714286	0.2	1	0	0.272727273	0.333333333	1	0.666666667	0.666666667	0.571428571	1	0	0.5	1	0.8	1	0	0.444444444	1	0.142857143	0.8	1	0.428571429	0.4	0.2	0	1	1
GCA_903927945	0.333333333	0.142857143	0.4	0.666666667	1	0.181818182	1	1	1	1	0.857142857	0	0	0.5	0.666666667	0.8	0.666666667	0	0.444444444	0.8	0.285714286	0.6	0.666666667	0.571428571	1	0.25	0	1	0.75
GCA_903927965	0.333333333	0.142857143	0.4	1	1	0.272727273	1	1	1	0.857142857	0.857142857	0.25	0	0.5	0.333333333	0.8	0.666666667	0.5	1	0.8	0	0.5	0.666666667	0.857142857	1	0.285714286	0.333333333	1	0.875
GCA_903929065	0.333333333	0.142857143	0.4	0.666666667	1	0.181818182	0.833333333	1	0.666666667	1	0.857142857	0.25	0	0.5	1	0.8	0.666666667	0	0.444444444	1	0.285714286	0.2	0.666666667	0.857142857	1	0.25	0	1	0.875
GCA_903929185	0	0.142857143	0.4	0.666666667	0	0.272727273	0.666666667	1	0.666666667	0.888888889	0.714285714	1	0	0.5	1	1	0.666666667	0	0.444444444	1	0.142857143	0.9	1	0.142857143	0.2	0.2	0	1	0.25
GCA_903934195	0	0.571428571	0.4	1	0	0.272727273	0.5	0.75	0.666666667	0.888888889	0.714285714	1	0	0.5	1	1	1	0	0.555555556	0.6	0.142857143	0.8	1	0.714285714	0.166666667	0	0	0.666666667	0.25
GCA_903941145	0	0.142857143	0.4	1	0	0.181818182	0.333333333	0.75	0.666666667	0.777777778	0.714285714	1	0.5	1	1	1	0	0.5	0.444444444	1	0.142857143	0.888888889	1	0.857142857	0.4	0.2	0	1	1
