GTDB	dissimilatory.sulfate.....APS	dissimilatory.sulfite.....APS	dissimilatory.sulfite.....sulfide	sulfur.assimilation	ycao	Phylum	Class	Order	Family
GCA_903891045	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae
GCA_903895515	0	0	0	0	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae
GCA_903896915	0	0	1	0	1	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae
GCA_903897145	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae
GCA_903899865	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCA_903901335	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae
GCA_903901975	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCA_903902795	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCA_903904615	0	0	0	0	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae
GCA_903905505	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae
GCA_903907075	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae
GCA_903911085	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCA_903912795	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCA_903918045	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae
GCA_903919215	0	0	0	0.67	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae
GCA_903919455	0	0	0	0.33	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae
GCA_903923905	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae
GCA_903925745	0	0	0	0.33	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Microtrichaceae
GCA_903925985	0	0	0	0.33	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae
GCA_903927945	1	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCA_903927965	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Prolixibacteraceae
GCA_903929065	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCA_903929185	0	0	0	0.33	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae
GCA_903934195	0	0	0	0.33	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Ilumatobacteraceae
GCA_903941145	0	0	0	0.67	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Microtrichaceae
GCA_903953195	0	0	0	0.67	0	p_Actinobacteriota	c_Acidimicrobiia	o_Acidimicrobiales	Microtrichaceae
GCF_000008765	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000010665	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000011065	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000011805	0	0	0	0.67	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000012825	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000013285	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000013565	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000013765	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000014045	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000014065	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000014125	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000014665	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000014885	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000015245	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000016065	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000016505	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000016645	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000017685	0	0	0	0.67	0	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae
GCF_000018025	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000018145	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000018285	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000018685	0	1	0	0	1	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000019185	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000019525	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000020165	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000020365	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfobacteria	o_Desulfobacterales	Desulfobacteraceae
GCF_000020605	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000021385	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000021865	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000022125	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000023285	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000023445	1	1	1	0.67	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000024125	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000024905	0	0	0	0	0	p_Synergistota	c_Synergistia	o_Synergistales	Synergistaceae
GCF_000025925	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000025945	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfocapsaceae
GCF_000055945	0	0	0	0	0	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000060345	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000091325	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000143685	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000144405	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000144625	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000145035	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000145275	0	1	0	0	1	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000146185	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000146675	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000147675	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae
GCF_000148645	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000152625	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000152725	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000152785	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000152805	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000152845	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000153225	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000153305	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000153325	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000153345	0	0	0	0.67	0	p_Proteobacteria	c_Gammaproteobacteria	o_Pseudomonadales	Nitrincolaceae
GCF_000153385	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000153725	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000153745	1	0	0	0.33	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000153885	0	0	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000153905	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000153925	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000154065	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000154205	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000154245	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000154425	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000154445	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Peptostreptococcaceae
GCF_000154525	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000154725	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000155205	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000155435	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000155815	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000155855	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000155875	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000156195	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000156335	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000156375	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000157915	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000157935	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000157975	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000158035	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000158075	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000158135	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000158275	0	0	0	0	0	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae
GCF_000159995	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000160115	0	0	0	0	1	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000160135	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000160475	0	0	0	0	0	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae
GCF_000160535	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000161775	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000161835	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000161975	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Peptostreptococcales	Anaerovoracaceae
GCF_000163695	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCF_000163935	0	0	0	0	0	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae
GCF_000165125	0	0	0	0.67	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000165505	0	1	0	0	0	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae
GCF_000165795	0	0	0	0	0	p_Synergistota	c_Synergistia	o_Synergistales	Synergistaceae
GCF_000169235	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000169355	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000169395	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000169415	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000169435	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000169455	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000169995	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000171815	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000171875	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000172075	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000172095	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000172175	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000173815	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000173975	0	1	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000174195	0	0	0	0.33	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000174755	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000176015	1	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000176135	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000176155	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000176175	0	0	0	0.67	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000176235	0	0	0	0.67	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000176715	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000177075	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000179555	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000183135	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Paludibacteraceae
GCF_000184945	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000185845	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000186225	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000186265	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000186885	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfobulbia	o_Desulfobulbales	Desulfobulbaceae
GCF_000187895	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000188175	0	0	0	0	0	p_Firmicutes_C	c_Negativicutes	o_Acidaminococcales	Acidaminococcaceae
GCF_000189255	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000189275	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000190535	0	0	0	0.33	1	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinifilaceae
GCF_000190575	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000190595	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000191065	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000192225	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000192475	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000195635	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000195755	1	1	1	0.67	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000196255	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000196495	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000203935	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000203975	1	0	0	0.67	1	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000204565	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000205165	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000209465	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000212355	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000212915	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000217915	0	0	0	0.67	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Shewanellaceae
GCF_000218235	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000218485	0	0	0	0.33	1	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000220235	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000220255	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000220525	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000220565	0	0	0	0.67	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000222585	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000222605	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000222685	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000223375	0	0	0	0.33	0	p_Proteobacteria	c_Alphaproteobacteria	o_Rhodobacterales	Rhodobacteraceae
GCF_000224085	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000224335	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000225345	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000226255	1	1	1	0.67	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000230835	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000233455	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000233955	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000235445	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000235465	0	0	0	0	0	p_Fusobacteriota	c_Fusobacteriia	o_Fusobacteriales	Fusobacteriaceae
GCF_000235505	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000237825	0	0	0	0	0	p_Synergistota	c_Synergistia	o_Synergistales	Synergistaceae
GCF_000238075	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000242235	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Lachnospirales	Lachnospiraceae
GCF_000243215	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinifilaceae
GCF_000243235	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000243275	0	0	0	0	1	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000244755	0	0	0	0.33	0	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae
GCF_000244815	0	0	0	0.33	0	p_Spirochaetota	c_Leptospirae	o_Leptospirales	Leptospiraceae
GCF_000245055	1	1	1	0.33	1	p_Desulfobacterota	c_Desulfovibrionia	o_Desulfovibrionales	Desulfovibrionaceae
GCF_000246895	0	1	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000246945	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000250735	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinilabiliaceae
GCF_000252125	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000255455	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000257205	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000257925	0	0	0	0	1	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000258765	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000259075	0	0	0	1	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Marinilabiliaceae
GCF_000260115	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000260835	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000262545	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Bacteroidales	Bacteroidaceae
GCF_000264055	0	0	0	0.67	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000265385	0	0	0	0	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000270205	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000272045	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000272105	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000272145	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000272405	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000282055	0	0	0	0.33	0	p_Bacteroidota	c_Bacteroidia	o_Flavobacteriales	Flavobacteriaceae
GCF_000283555	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000285575	0	0	0	0	0	p_Firmicutes_A	c_Clostridia	o_Clostridiales	Clostridiaceae
GCF_000286835	0	0	0	1	1	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000286955	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
GCF_000287055	0	0	0	1	0	p_Proteobacteria	c_Gammaproteobacteria	o_Enterobacterales	Vibrionaceae
